-0.163625 9567.48
-0.0981748 7498.96
-0.0327249 -4666.8
0.0327249 -5278.73
0.0981748 1057.87
0.163625 -5223.98
0.229074 3614.44
0.294524 -3598.7
0.359974 4703.18
0.425424 -5654.89
0.490874 -8015.09
0.556324 5812.94
0.621774 3560.33
0.687223 23.9315
0.752673 -7033.95
0.818123 1709.23
0.883573 -1769.09
0.949023 14232.9
1.01447 3124.95
1.07992 9414.5
1.14537 -4.23078
1.21082 -2646.07
1.27627 916.898
1.34172 3527.13
1.40717 -9221.23
1.47262 -2758.27
1.53807 -2812.94
1.60352 3600.8
1.66897 3007.85
1.73442 -393.128
1.79987 1652.62
1.86532 6755.38
1.93077 6312.71
1.99622 12460.7
2.06167 -11050.5
2.12712 -678.036
2.19257 -2948.43
2.25802 -4405.91
