0.392699 0.03125 -1.58163e-07
1.1781 0.03125 2.26681e-07
1.9635 0.03125 -3.4824e-07
2.74889 0.03125 -5.52997e-07
3.53429 0.03125 -2.48582e-09
4.31969 0.03125 3.05171e-07
5.10509 0.03125 2.62759e-07
5.89049 0.03125 1.03839e-07
6.67588 0.03125 -1.19041e-07
7.46128 0.03125 1.01022e-07
8.24668 0.03125 1.11578e-07
9.03208 0.03125 -3.48155e-07
9.81748 0.03125 -1.42298e-07
10.6029 0.03125 -3.15275e-07
11.3883 0.03125 5.34949e-07
12.1737 0.03125 7.89192e-07
12.9591 0.03125 -1.26552e-08
13.7445 0.03125 -5.58667e-07
14.5299 0.03125 -1.99554e-07
15.3153 0.03125 -1.72407e-08
16.1007 0.03125 6.66174e-08
16.8861 0.03125 2.66514e-08
17.6715 0.03125 -6.82031e-08
18.4569 0.03125 2.95729e-07
19.2423 0.03125 1.40308e-07
20.0277 0.03125 -1.30911e-07
20.8131 0.03125 -1.76171e-07
21.5984 0.03125 -3.95318e-07
22.3838 0.03125 -9.33662e-08
23.1692 0.03125 1.0045e-07
23.9546 0.03125 2.01681e-07
24.74 0.03125 3.59324e-07
0.392699 0.09375 -2.04657e-07
1.1781 0.09375 3.17731e-07
1.9635 0.09375 -3.76468e-07
2.74889 0.09375 -7.7532e-07
3.53429 0.09375 -8.40153e-08
4.31969 0.09375 4.01223e-07
5.10509 0.09375 3.92154e-07
5.89049 0.09375 1.68246e-07
6.67588 0.09375 -2.08286e-07
7.46128 0.09375 1.13571e-07
8.24668 0.09375 1.94389e-07
9.03208 0.09375 -4.27329e-07
9.81748 0.09375 -1.20973e-07
10.6029 0.09375 -4.78397e-07
11.3883 0.09375 5.85757e-07
12.1737 0.09375 1.12036e-06
12.9591 0.09375 1.19329e-07
13.7445 0.09375 -7.76597e-07
14.5299 0.09375 -3.2254e-07
15.3153 0.09375 -1.30975e-08
16.1007 0.09375 8.88403e-08
16.8861 0.09375 2.57456e-08
17.6715 0.09375 -1.12571e-07
18.4569 0.09375 4.26754e-07
19.2423 0.09375 2.25545e-07
20.0277 0.09375 -1.7829e-07
20.8131 0.09375 -2.15278e-07
21.5984 0.09375 -5.42445e-07
22.3838 0.09375 -1.71348e-07
23.1692 0.09375 1.32066e-07
23.9546 0.09375 2.3995e-07
24.74 0.09375 5.15563e-07
0.392699 0.15625 -1.56208e-07
1.1781 0.15625 3.81847e-07
1.9635 0.15625 -4.32239e-07
2.74889 0.15625 -7.61186e-07
3.53429 0.15625 -7.66262e-08
4.31969 0.15625 2.76337e-07
5.10509 0.15625 3.73859e-07
5.89049 0.15625 3.17426e-07
6.67588 0.15625 -1.26795e-07
7.46128 0.15625 1.4405e-08
8.24668 0.15625 1.95478e-07
9.03208 0.15625 -4.26815e-07
9.81748 0.15625 -2.32891e-07
10.6029 0.15625 -4.70954e-07
11.3883 0.15625 6.01355e-07
12.1737 0.15625 1.06569e-06
12.9591 0.15625 2.41822e-07
13.7445 0.15625 -6.92285e-07
14.5299 0.15625 -4.2874e-07
15.3153 0.15625 3.60608e-09
16.1007 0.15625 1.24264e-07
16.8861 0.15625 8.55778e-08
17.6715 0.15625 -1.70616e-07
18.4569 0.15625 2.78438e-07
19.2423 0.15625 3.03079e-07
20.0277 0.15625 -1.39794e-07
20.8131 0.15625 -1.99267e-07
21.5984 0.15625 -5.0626e-07
22.3838 0.15625 -1.91198e-07
23.1692 0.15625 1.26347e-07
