0.392699 0.03125 -3.03366e-08
1.1781 0.03125 -4.61098e-08
1.9635 0.03125 1.35203e-10
2.74889 0.03125 -2.3414e-08
3.53429 0.03125 3.1947e-08
4.31969 0.03125 3.39301e-08
5.10509 0.03125 5.98159e-08
5.89049 0.03125 -6.54476e-08
6.67588 0.03125 -3.89171e-08
7.46128 0.03125 -3.88322e-08
8.24668 0.03125 -2.4816e-08
9.03208 0.03125 6.2965e-08
9.81748 0.03125 3.32026e-08
10.6029 0.03125 8.87633e-09
11.3883 0.03125 2.23206e-08
12.1737 0.03125 6.32542e-09
12.9591 0.03125 -2.19007e-08
13.7445 0.03125 -6.25958e-08
14.5299 0.03125 -6.59099e-08
15.3153 0.03125 2.651e-08
16.1007 0.03125 9.09157e-08
16.8861 0.03125 7.05946e-08
17.6715 0.03125 -4.89948e-09
18.4569 0.03125 -1.17079e-08
19.2423 0.03125 -1.50545e-08
20.0277 0.03125 -1.11108e-09
20.8131 0.03125 -5.39367e-09
21.5984 0.03125 5.77212e-09
22.3838 0.03125 -3.56359e-08
23.1692 0.03125 3.36762e-08
23.9546 0.03125 7.2934e-09
24.74 0.03125 1.54457e-09

0.392699 0.09375 -6.35829e-08
1.1781 0.09375 -1.40931e-07
1.9635 0.09375 -2.46281e-08
2.74889 0.09375 -8.76987e-08
3.53429 0.09375 5.48225e-08
4.31969 0.09375 5.80715e-08
5.10509 0.09375 1.90928e-07
5.89049 0.09375 -7.76643e-08
6.67588 0.09375 -7.58491e-08
7.46128 0.09375 -1.2466e-07
8.24668 0.09375 -1.27005e-07
9.03208 0.09375 1.00603e-07
9.81748 0.09375 1.0918e-07
10.6029 0.09375 4.37675e-08
11.3883 0.09375 1.25026e-08
12.1737 0.09375 4.67798e-08
12.9591 0.09375 1.94466e-08
13.7445 0.09375 -1.32537e-07
14.5299 0.09375 -2.09301e-07
15.3153 0.09375 -3.17927e-08
16.1007 0.09375 1.88755e-07
16.8861 0.09375 2.26188e-07
17.6715 0.09375 5.12731e-08
18.4569 0.09375 -6.28839e-10
19.2423 0.09375 -4.04513e-08
20.0277 0.09375 -1.65297e-08
20.8131 0.09375 -2.79098e-08
21.5984 0.09375 4.02608e-08
22.3838 0.09375 -8.9813e-08
23.1692 0.09375 4.9855e-08
23.9546 0.09375 3.62221e-08
24.74 0.09375 4.89059e-08

0.392699 0.15625 -1.66402e-09
1.1781 0.15625 -2.17786e-07
1.9635 0.15625 -6.64259e-08
2.74889 0.15625 -1.65572e-07
3.53429 0.15625 2.00048e-08
4.31969 0.15625 2.77702e-09
5.10509 0.15625 3.02675e-07
5.89049 0.15625 2.19865e-08
6.67588 0.15625 -4.27759e-08
7.46128 0.15625 -1.46875e-07
8.24668 0.15625 -2.83419e-07
9.03208 0.15625 6.79025e-09
9.81748 0.15625 1.59916e-07
10.6029 0.15625 1.38007e-07
11.3883 0.15625 -2.15264e-11
12.1737 0.15625 3.13492e-08
12.9591 0.15625 1.19728e-07
13.7445 0.15625 -6.03208e-08
14.5299 0.15625 -3.15237e-07
15.3153 0.15625 -2.28076e-07
16.1007 0.15625 1.22859e-07
16.8861 0.15625 3.6598e-07
17.6715 0.15625 1.8527e-07
18.4569 0.15625 6.50914e-08
19.2423 0.15625 -4.05704e-08
20.0277 0.15625 -3.33009e-08
20.8131 0.15625 -7.90145e-08
21.5984 0.15625 8.59265e-08
22.3838 0.15625 -1.12116e-07
23.1692 0.15625 9.85817e-09
23.9546 0.15625 3.39383e-08
24.74 0.15625 1.26253e-07

